id,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage,engine,power,new_price,Brand,Model
5538,Bangalore,2013,100000,Diesel,Manual,Second,7,17.75,11.5,2982,171,,toyota,fortuner
5539,Delhi,2016,70000,Diesel,Automatic,First,5,35,12.97,2179,187.7,,land,rover
5540,Coimbatore,2016,37023,Diesel,Manual,First,5,13.39,19.67,1582,126.2,,hyundai,creta
5541,Chennai,2012,81000,Diesel,Manual,First,5,2.5,25.44,936,56.3,,chevrolet,beat
5542,Kochi,2017,20789,Diesel,Automatic,First,7,18.36,11.36,2755,171.5,20.74,toyota,innova
5543,Jaipur,2015,68310,Diesel,Manual,First,5,5.95,23.4,1248,74,,maruti,swift
5544,Mumbai,2015,47250,Diesel,Manual,Second,5,11,19.67,1582,126.2,,hyundai,creta
5545,Delhi,2014,47000,Diesel,Automatic,Second,5,64.75,12.65,2993,255,139,land,rover
5546,Hyderabad,2017,128000,Diesel,Manual,First,5,6.3,25.8,1498,98.6,,honda,amaze
5547,Kochi,2017,17702,Petrol,Manual,First,5,11.94,15.29,1591,121.3,,hyundai,creta
5548,Mumbai,2014,34987,Petrol,Automatic,First,5,5.95,18.19,1197,103.5,,volkswagen,vento
5549,Ahmedabad,2017,37000,Diesel,Manual,First,5,11,26,1498,98.6,,honda,city
5550,Coimbatore,2017,38271,Petrol,Manual,First,5,12.53,15.29,1591,121.3,,hyundai,creta
5551,Bangalore,2012,32510,Diesel,Manual,Second,5,3.75,20,1399,68,,ford,figo
5552,Pune,2014,88000,Diesel,Automatic,First,5,27,14.69,2993,258,,bmw,5
5553,Pune,2012,116000,Diesel,Manual,First,6,9.95,10.5,2835,107.2,,mitsubishi,pajero
5554,Jaipur,2013,156000,Diesel,Manual,First,5,4.2,19.87,1461,83.8,,renault,duster
5555,Delhi,2010,75319,Petrol,Manual,Second,5,2,21.1,1197,85.8,,maruti,ritz
5556,Kolkata,2013,28000,Petrol,Manual,First,5,3.25,18.9,1197,82,,hyundai,grand
5557,Bangalore,2017,16500,Diesel,Automatic,First,5,34,17.9,2143,136,,mercedes-benz,gla
5558,Coimbatore,2016,75637,Diesel,Automatic,First,5,30.37,22.48,1995,190,71.82,bmw,5
5559,Kochi,2018,32854,Petrol,Automatic,First,5,12.6,13,1591,121.3,,hyundai,creta
5560,Kochi,2019,6568,Petrol,Manual,First,5,5.09,25.17,799,53.3,4.78,renault,kwid
5561,Bangalore,2014,30000,Diesel,Automatic,First,5,24.5,14.94,2967,241.4,,audi,a4
5562,Kochi,2018,17804,Diesel,Manual,Second,5,7.97,28.09,1248,88.5,,maruti,ciaz
5563,Delhi,2011,69768,Petrol,Manual,First,5,2.9,16,1198,90,,honda,jazz
5564,Kochi,2016,62404,Diesel,Automatic,First,5,21.33,22.69,1995,190,54.43,bmw,3
5565,Bangalore,2012,97000,Diesel,Automatic,Second,5,6.5,19.08,1582,126.32,,hyundai,verna
5566,Coimbatore,2016,55687,Diesel,Manual,First,5,12.15,21.38,1396,88.7,,hyundai,creta
5567,Kolkata,2014,17000,Petrol,Manual,First,5,4.25,15.04,1598,103.2,,volkswagen,vento
5568,Coimbatore,2017,34232,Diesel,Automatic,First,5,35.84,21.76,1995,190,55.07,bmw,3
5569,Chennai,2004,135000,Petrol,Automatic,Third,5,3,14.4,1997,152,33.51,honda,cr-v
5570,Chennai,2012,80000,Diesel,Manual,First,5,6.75,19.72,1461,108.45,15.94,renault,duster
5571,Bangalore,2014,31045,Petrol,Manual,Second,5,5.65,18.6,1197,81.83,,hyundai,i20
5572,Pune,2013,58000,Diesel,Automatic,Second,5,7.5,16.96,1968,138.03,,volkswagen,jetta
5573,Kochi,2018,35480,Diesel,Manual,First,5,13.34,19.67,1582,126.2,,hyundai,creta
5574,Hyderabad,2016,62287,Diesel,Manual,First,5,7.9,28.09,1248,88.5,,maruti,ciaz
5575,Coimbatore,2015,46162,Diesel,Manual,First,5,6.98,22.54,1396,88.73,,hyundai,i20
5576,Mumbai,2014,9200,Petrol,Manual,First,5,5.75,17.01,1591,121.3,,hyundai,verna
5577,Kolkata,2012,55339,Diesel,Manual,First,5,2.65,22.07,1199,73.9,,volkswagen,polo
5578,Kolkata,2011,55476,Diesel,Manual,First,5,2.49,22.07,1199,73.9,,volkswagen,polo
5579,Pune,2007,68553,Petrol,Manual,Second,5,1.5,15,1586,104.68,,maruti,sx4
5580,Kochi,2016,67376,Diesel,Manual,First,7,6.5,24.5,1498,98.6,,honda,mobilio
5581,Hyderabad,2013,42000,Diesel,Manual,First,5,8,19.64,1461,108.45,,renault,duster
5582,Coimbatore,2019,28069,Diesel,Automatic,First,7,30.85,12.9,2755,174.5,34.45,toyota,fortuner
5583,Kochi,2014,93144,Diesel,Automatic,First,5,17.15,14.7,1984,181,,volvo,xc60
5584,Hyderabad,2014,24300,Petrol,Automatic,First,5,4.55,23.1,998,67.04,,maruti,celerio
5585,Hyderabad,2015,47883,Diesel,Manual,Second,5,7.4,26.21,1248,88.5,,maruti,ciaz
5586,Kochi,2013,12467,Diesel,Automatic,First,5,25.64,12.8,1968,167.6,,audi,q5
5587,Kolkata,2013,56683,Diesel,Automatic,Second,5,13.5,17.05,1995,184,,bmw,x1
5588,Bangalore,2013,38000,Petrol,Manual,First,5,3.55,15.6,1196,70,,ford,figo
5589,Ahmedabad,2018,35000,Diesel,Manual,First,5,15,22.7,1582,126.2,,hyundai,elantra
5590,Pune,2007,80000,Petrol,Manual,Second,5,1.95,13.9,1599,103.2,,hyundai,verna
5591,Pune,2006,125000,Petrol,Manual,Second,5,2.3,13.5,1799,130,,honda,civic
5592,Chennai,2013,123000,Diesel,Manual,Second,7,15,12.55,2982,168.5,,toyota,fortuner
5593,Chennai,2012,70000,Petrol,Manual,First,5,3.15,20.36,1197,78.9,,hyundai,i10
5594,Hyderabad,2012,87982,Diesel,Manual,First,5,5,21.64,1461,84.8,,nissan,sunny
5595,Jaipur,2013,40714,Diesel,Automatic,Second,5,24.75,18.12,1995,190,,bmw,5
5596,Pune,2008,83000,Diesel,Manual,Second,5,2.6,16.52,1991,123.7,,chevrolet,optra
5597,Ahmedabad,2011,86000,Petrol,Manual,First,5,3.75,20.36,1197,78.9,,hyundai,i10
5598,Ahmedabad,2009,60002,Diesel,Manual,Second,5,4.85,17.5,1896,106,,skoda,laura
5599,Jaipur,2013,60000,Diesel,Automatic,First,5,27,10,2148,170,,mercedes-benz,e-class
5600,Kolkata,2014,84677,Diesel,Manual,First,5,3,25.8,1498,98.6,,honda,amaze
5601,Delhi,2017,23000,Diesel,Automatic,First,5,28.75,20.68,1995,190,,bmw,x1
5602,Hyderabad,2016,81424,Diesel,Manual,First,8,14.49,12.99,2494,100.6,,toyota,innova
5603,Delhi,2013,36400,Diesel,Automatic,First,4,72,7.5,4806,394.3,,porsche,panamera
5604,Chennai,2012,70000,Diesel,Manual,Second,5,4,22.71,1461,84.8,11.48,nissan,sunny
5605,Delhi,2015,40000,Diesel,Manual,Second,5,4.5,26.59,1248,74,,maruti,swift
5606,Mumbai,2019,600,Petrol,Automatic,First,5,6.25,21.5,1197,81.8,6.8,maruti,wagon
5607,Pune,2015,65320,Diesel,Automatic,Second,5,11.5,16.96,1968,138.03,,volkswagen,jetta
5608,Pune,2009,79000,Petrol,Manual,Third,5,3.1,9.8,2354,180,,honda,accord
5609,Mumbai,2018,5000,Petrol,Manual,First,5,10.11,17.8,1497,117.3,,honda,city
5610,Coimbatore,2019,6028,Petrol,Manual,First,5,11.54,17.01,1591,121.3,,hyundai,verna
5611,Delhi,2006,86000,Petrol,Manual,Second,5,1,18.9,998,67.1,,maruti,wagon
5612,Kolkata,2013,160000,Diesel,Manual,Second,5,2.5,23.4,1248,74,,maruti,swift
5613,Kochi,2011,59967,Petrol,Automatic,First,5,18,9.74,1984,208,,audi,q5
5614,Coimbatore,2018,43127,Diesel,Manual,First,5,6.85,23.59,1364,67.04,,toyota,etios
5615,Kochi,2012,65727,Petrol,Manual,First,5,2.97,19.81,1086,68.05,,hyundai,i10
5616,Pune,2013,70000,Petrol,Manual,First,5,4.75,17.01,1591,121.3,,hyundai,verna
5617,Coimbatore,2018,39861,Diesel,Manual,First,5,7.38,20.14,1498,88.8,,volkswagen,polo
5618,Delhi,2017,16485,Diesel,Automatic,First,5,42.75,22.48,1995,187.74,,bmw,5
5619,Bangalore,2010,77332,Diesel,Manual,Second,5,3.65,23,1396,90,,hyundai,i20
5620,Kochi,2017,17489,Petrol,Automatic,First,5,5.99,18.9,1197,82,,hyundai,grand
5621,Pune,2012,125000,Diesel,Automatic,First,7,13.5,11.5,2982,169,,toyota,fortuner
5622,Chennai,2016,35129,Petrol,Automatic,First,5,7,21.4,1197,83.1,,maruti,baleno
5623,Hyderabad,2016,22982,Petrol,Automatic,First,5,10.95,13,1591,121.3,,hyundai,creta
5624,Pune,2013,54500,Petrol,Manual,Third,5,2.95,20.36,1197,78.9,,hyundai,i10
5625,Ahmedabad,2017,16235,Diesel,Manual,First,5,5.5,24.7,1047,69,7.15,tata,tigor
5626,Kochi,2017,73641,Petrol,Automatic,First,5,17.08,14.67,1798,177.46,33.36,skoda,superb
5627,Hyderabad,2015,59572,Diesel,Manual,First,5,6.85,26.59,1248,74,,maruti,swift
5628,Jaipur,2014,112827,Petrol,Automatic,First,5,10.5,13.1,1997,141.1,,honda,cr-v
5629,Hyderabad,2010,118000,Diesel,Manual,First,8,8.75,12.8,2494,102,,toyota,innova
5630,Kolkata,2010,60000,Petrol,Manual,First,5,2.7,17,1497,118,,honda,city
5631,Mumbai,2012,75059,Petrol,Automatic,First,5,4.25,17,1591,121.3,13.7,hyundai,verna
5632,Pune,2018,3000,Diesel,Manual,First,5,7.9,23.59,1364,67.04,10.63,toyota,etios
5633,Delhi,2011,78000,Petrol,Automatic,Second,5,4.5,13.7,1798,157.75,,skoda,superb
5634,Kolkata,2012,47000,Diesel,Manual,First,5,4,21.64,1461,84.8,,nissan,sunny
5635,Delhi,2012,42000,Petrol,Manual,First,5,4.75,17,1497,118,,honda,city
5636,Kolkata,2018,6820,Diesel,Manual,First,5,7.65,22.54,1396,88.76,,hyundai,elite
5637,Kochi,2013,55176,Petrol,Manual,Second,5,3.47,17.4,1599,104,,chevrolet,optra
5638,Kochi,2016,39854,Petrol,Manual,First,5,5.64,18,1198,86.7,,honda,amaze
5639,Kolkata,2013,24000,Petrol,Manual,First,5,2.95,16.47,1198,73.9,,volkswagen,polo
5640,Jaipur,2016,55000,Diesel,Manual,First,5,5.65,22.9,1248,74,,maruti,swift
5641,Kochi,2012,45840,Diesel,Automatic,First,7,8.41,11.4,2953,153.86,,ford,endeavour
5642,Pune,2006,155000,Petrol,Manual,Third,5,0.85,15.4,1590,94,,maruti,baleno
5643,Pune,2003,125000,Petrol,Manual,Second,5,0.8,18.9,998,67.1,,maruti,wagon
5644,Coimbatore,2014,52951,Diesel,Manual,First,5,5.65,20.14,1498,88,10.32,volkswagen,polo
5645,Kolkata,2013,49000,Petrol,Manual,First,5,4.5,17.1,1591,121.3,,hyundai,verna
5646,Ahmedabad,2015,52000,Diesel,Manual,First,5,6.9,28.09,1248,88.5,,maruti,ciaz
5647,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,8,2.2,,2446,,,toyota,qualis
5648,Jaipur,2013,120005,Diesel,Manual,First,5,4,21.64,1461,84.8,,nissan,sunny
5649,Mumbai,2015,33000,Petrol,Manual,First,5,5.6,15,1598,103.52,,skoda,rapid
5650,Delhi,2016,126000,Petrol,Manual,First,7,2.2,15.1,1196,73,4.43,maruti,eeco
5651,Bangalore,2013,66700,Petrol,Manual,First,5,4,15,1598,103.5,,skoda,rapid
5652,Jaipur,2014,122000,Diesel,Manual,Second,7,16,12.55,2982,168.5,,toyota,fortuner
5653,Mumbai,2016,29000,Diesel,Manual,First,5,12.6,19.67,1582,126.2,,hyundai,creta
5654,Kochi,2014,42315,Petrol,Manual,First,5,4.79,18.5,1197,82.9,,hyundai,i20
5655,Mumbai,2015,22001,CNG,Manual,First,5,3.65,26.6,998,58.16,,maruti,wagon
5656,Kochi,2016,84580,Diesel,Manual,First,5,6.83,26,1498,98.6,,honda,city
5657,Jaipur,2002,75000,Petrol,Manual,First,4,0.51,16.1,796,37,,maruti,800
5658,Pune,2006,85000,Petrol,Manual,Second,5,0.69,13.8,1299,70,,ford,ikon
5659,Delhi,2015,24296,Petrol,Manual,First,5,4.65,20.85,1197,83.14,,maruti,swift
5660,Kolkata,2014,40000,Petrol,Manual,First,5,6.49,16.8,1497,116.3,,honda,city
5661,Chennai,2009,64514,Diesel,Manual,First,5,2.9,16.8,1493,110,,hyundai,verna
5662,Delhi,2016,35000,Petrol,Manual,First,5,7.4,17.01,1591,121.3,,hyundai,verna
5663,Bangalore,2016,41000,Petrol,Manual,Second,5,3.25,25.17,799,53.3,,renault,kwid
5664,Ahmedabad,2008,60123,Petrol,Manual,Second,5,1.95,18.9,998,67.1,,maruti,wagon
5665,Jaipur,2015,53000,Petrol,Manual,Second,5,4,18.9,1197,82,,hyundai,grand
5666,Delhi,2017,9000,Petrol,Manual,First,5,6.85,18.6,1197,81.83,,hyundai,i20
5667,Coimbatore,2015,53497,Petrol,Manual,First,5,5.45,18,1198,86.7,,honda,amaze
5668,Hyderabad,2007,68000,Diesel,Manual,First,5,1.99,17.8,1399,68,,ford,fiesta
5669,Hyderabad,2014,65000,Diesel,Automatic,First,5,8.99,19.08,1582,126.32,,hyundai,verna
5670,Kolkata,2014,45155,Diesel,Manual,First,5,6.5,23.59,1364,67.04,,toyota,etios
5671,Coimbatore,2018,20026,Petrol,Automatic,First,5,9.27,19,1199,88.7,,honda,jazz
5672,Ahmedabad,2015,60000,Diesel,Manual,First,5,6.99,23.9,1582,126.2,,hyundai,verna
5673,Coimbatore,2019,15976,Diesel,Automatic,First,5,36.76,17.9,2143,136,,mercedes-benz,cla
5674,Kochi,2017,30523,Petrol,Automatic,First,5,17.08,14.7,1798,177.5,,skoda,octavia
5675,Kolkata,2013,26300,Diesel,Manual,First,5,2.8,25.44,936,57.6,,chevrolet,beat
5676,Kolkata,2011,66000,Diesel,Manual,First,5,2.49,22.07,1199,73.9,,volkswagen,polo
5677,Jaipur,2016,70000,Diesel,Manual,First,5,8.85,23.65,1248,88.5,,maruti,sx4
5678,Ahmedabad,2011,46000,Petrol,Manual,First,5,4.15,16.8,1497,116.3,,honda,city
5679,Hyderabad,2017,28000,Diesel,Manual,First,5,10,20.64,1498,108.5,14.2,volkswagen,vento
5680,Delhi,2017,46000,Petrol,Manual,First,5,4.75,18.9,1197,81.86,6.54,hyundai,grand
5681,Jaipur,2017,33000,Petrol,Automatic,First,5,3.2,24.04,999,67,,renault,kwid
5682,Kochi,2017,27718,Petrol,Manual,First,5,3.28,22.74,796,47.3,,maruti,alto
5683,Bangalore,2013,58000,Petrol,Manual,First,5,7.5,15.8,1499,110,,ford,ecosport
5684,Coimbatore,2018,33150,Petrol,Manual,First,5,7.39,21.4,1197,83.1,8.71,maruti,baleno
5685,Pune,2013,77000,Diesel,Manual,First,5,3.65,23.2,1248,73.94,,maruti,ritz
5686,Chennai,2007,70000,Diesel,Automatic,First,5,11,11,2987,198.5,,mercedes-benz,e-class
5687,Kolkata,2012,97000,Diesel,Manual,First,5,3,23.2,1248,73.94,,maruti,ritz
5688,Chennai,2012,75300,Diesel,Manual,Second,5,2.25,25.44,936,57.6,,chevrolet,beat
5689,Kochi,2010,69918,Petrol,Manual,First,5,2.83,15.5,1586,103.3,,maruti,sx4
5690,Coimbatore,2019,4721,Petrol,Manual,First,5,4.11,14,796,35,,maruti,omni
5691,Kolkata,2014,39163,Diesel,Manual,First,7,14.7,13.5,2477,178,,mitsubishi,pajero
5692,Pune,2013,80000,Petrol,Automatic,First,5,25,13,2987,210,,mercedes-benz,s
5693,Bangalore,2015,66000,Diesel,Manual,First,5,2.35,25.44,936,56.3,,chevrolet,beat
5694,Coimbatore,2017,36154,Diesel,Manual,Second,5,6.41,25.83,1498,99,,ford,figo
5695,Ahmedabad,2012,34000,Petrol,Manual,First,5,5.75,17.4,1497,117.3,12.68,honda,city
5696,Chennai,2016,60000,Diesel,Automatic,Second,5,17.55,17.9,2143,136,,mercedes-benz,gla
5697,Jaipur,2015,32000,Diesel,Manual,First,5,10.25,21.38,1396,88.7,,hyundai,creta
5698,Kochi,2012,79985,Diesel,Manual,First,5,3.16,17.8,1399,67,,ford,fiesta
5699,Bangalore,2014,37600,Diesel,Automatic,Second,5,22.5,16.55,1968,147.51,,audi,a4
5700,Kochi,2015,31965,Petrol,Manual,First,5,3.55,19.81,1086,68.05,,hyundai,i10
5701,Kochi,2010,70749,Petrol,Automatic,First,5,9.86,12.05,1995,154,,bmw,3
5702,Chennai,2013,38000,Diesel,Automatic,First,5,45,16.46,2993,258,,bmw,7
5703,Kochi,2017,41534,Petrol,Manual,First,5,7.99,17.01,1591,121.3,,hyundai,verna
5704,Jaipur,2017,54455,Diesel,Automatic,First,5,6.5,22,1498,108.495,,volkswagen,ameo
5705,Kolkata,2007,42000,Petrol,Manual,First,5,0.75,14.49,1399,92.7,,chevrolet,aveo
5706,Coimbatore,2018,52073,Diesel,Manual,Second,5,9.87,18.3,1991,147.9,,chevrolet,cruze
5707,Kochi,2018,40175,Diesel,Manual,Second,5,6.36,22.54,1396,88.73,,hyundai,i20
5708,Mumbai,2017,16503,Petrol,Automatic,First,7,9.5,16,1497,117.3,15.02,honda,brv
5709,Kochi,2017,15029,Petrol,Manual,First,5,6.05,19.1,1197,82,,hyundai,xcent
5710,Mumbai,2013,26200,CNG,Manual,First,5,2.15,30.46,796,47.3,,maruti,alto
5711,Hyderabad,2015,76362,Diesel,Manual,First,5,5.5,24,1120,70,,hyundai,grand
5712,Kolkata,2007,18700,Petrol,Manual,Second,5,1.25,19.7,796,46.3,,maruti,alto
5713,Coimbatore,2015,67585,Diesel,Manual,First,7,11.99,12.99,2494,100.6,,toyota,innova
5714,Mumbai,2010,57000,Petrol,Automatic,Second,5,2.5,16.95,1197,78.9,,hyundai,i10
5715,Kochi,2019,22321,Petrol,Automatic,First,5,11.66,18,1497,117.3,13.4,honda,city
5716,Jaipur,1998,95150,Petrol,Manual,Third,5,0.53,17.3,993,60,,maruti,zen
5717,Kolkata,2015,36428,Petrol,Manual,First,5,3.1,20.51,998,67.04,,maruti,wagon
5718,Hyderabad,2012,73500,Diesel,Manual,Second,5,2.6,20,1399,68,,ford,figo
5719,Kochi,2015,47234,Petrol,Manual,First,5,5.09,18,1198,86.7,,honda,amaze
5720,Hyderabad,2008,62364,Petrol,Manual,First,5,2.3,13.2,1495,94,,hyundai,accent
5721,Pune,2012,89000,Diesel,Manual,First,5,6,22.32,1582,126.32,,hyundai,verna
5722,Ahmedabad,2013,58653,Diesel,Manual,First,5,4.4,25.2,1248,74,,maruti,swift
5723,Delhi,2013,30000,Petrol,Automatic,Second,5,11,14.8,1595,120.7,,mercedes-benz,b
5724,Coimbatore,2014,64042,Diesel,Manual,First,5,5.7,17.3,1998,163.7,,chevrolet,cruze
5725,Chennai,2013,120000,Diesel,Automatic,First,5,6.95,20,1968,138.1,,skoda,laura
5726,Hyderabad,2014,90000,Diesel,Manual,First,8,7.9,12.05,2179,120,,mahindra,scorpio
5727,Kochi,2018,30733,Diesel,Automatic,First,5,29.3,20.68,1995,190,,bmw,x1
5728,Kolkata,2009,43600,Petrol,Automatic,First,5,10.24,10.93,3498,272,,mercedes-benz,e-class
5729,Pune,2010,71473,Petrol,Automatic,Second,5,5.35,13.7,1798,157.75,,skoda,superb
5730,Mumbai,2014,39000,Petrol,Automatic,Second,5,3.49,16.5,1198,86.8,,honda,brio
5731,Hyderabad,2009,84045,Petrol,Manual,First,5,2.85,20.36,1197,78.9,,hyundai,i10
5732,Mumbai,2014,57004,Petrol,Manual,First,5,5.35,17.4,1497,117.3,,honda,city
5733,Coimbatore,2012,75464,Petrol,Manual,First,5,3.62,15.6,1196,70,,ford,figo
5734,Hyderabad,2006,142000,Diesel,Manual,First,7,6.25,12.8,2494,102,,toyota,innova
5735,Kochi,2012,118683,Diesel,Manual,Second,5,3.19,21,1461,64.1,,mahindra,verito
5736,Delhi,2018,42000,Petrol,Manual,First,6,5.5,18.15,1198,82,7.96,mahindra,kuv
5737,Kochi,2019,12800,Petrol,Manual,First,5,7.67,18.6,1197,81.83,,hyundai,i20
5738,Jaipur,2011,80000,Petrol,Manual,First,7,5.5,12,2092,127,,tata,new
5739,Hyderabad,2014,76126,Diesel,Manual,First,5,6.6,19.3,1248,73.9,,maruti,swift
5740,Chennai,2017,21000,Diesel,Automatic,Second,5,55,15.97,2993,258,,bmw,x5
5741,Pune,2013,85000,Diesel,Automatic,First,5,21,17.68,1968,174.33,,audi,a6
5742,Jaipur,2017,27000,Petrol,Manual,First,5,4.5,21.4,1197,83.1,,maruti,baleno
5743,Coimbatore,2016,45794,Diesel,Automatic,First,7,20.67,13.01,2199,194.3,,hyundai,santa
5744,Hyderabad,2013,57352,Diesel,Automatic,First,5,6.5,14.39,1998,163.7,,chevrolet,cruze
5745,Coimbatore,2018,41467,Diesel,Automatic,First,5,37.98,15,2143,204,,mercedes-benz,e-class
5746,Mumbai,2009,42000,Petrol,Manual,First,5,1.45,17.92,1086,62.1,,hyundai,santro
5747,Delhi,2014,62549,CNG,Manual,First,5,2.95,26.6,998,58.16,,maruti,wagon
5748,Hyderabad,2015,67048,Diesel,Manual,First,5,7.9,28.09,1248,88.5,,maruti,ciaz
5749,Kochi,2018,11732,Petrol,Manual,First,5,10.07,17.4,1497,117.3,11.88,honda,city
5750,Mumbai,2016,37000,Diesel,Manual,First,5,6.5,20.45,1461,83.8,,nissan,terrano
5751,Hyderabad,2015,30000,Diesel,Automatic,First,5,22,18.88,1995,184,,bmw,3
5752,Hyderabad,2016,53000,Diesel,Manual,First,5,9.75,26,1498,98.6,,honda,city
5753,Jaipur,2014,60000,Diesel,Manual,First,5,6,20.45,1461,83.8,,nissan,terrano
5754,Delhi,2014,65000,Diesel,Manual,First,5,3.99,24,1120,70,,hyundai,grand
5755,Ahmedabad,2008,51000,Petrol,Manual,First,5,1.75,17,1086,,,hyundai,santro
5756,Delhi,2015,92000,Diesel,Automatic,First,7,19.75,12.55,2982,168.5,,toyota,fortuner
5757,Kolkata,2017,31000,Diesel,Manual,First,7,16.95,13.68,2393,147.8,21.36,toyota,innova
5758,Chennai,2017,43917,Petrol,Manual,First,5,6.8,21.4,1197,83.1,,maruti,baleno
5759,Kolkata,2007,46707,Petrol,Manual,First,5,0.99,17,1086,,,hyundai,santro
5760,Pune,2013,84000,Petrol,Manual,First,5,2.95,19.81,1086,68.05,,hyundai,i10
5761,Coimbatore,2015,55662,Diesel,Automatic,First,7,42.83,12.07,2967,241.4,,audi,q7
5762,Hyderabad,2014,51000,Diesel,Automatic,First,5,21.5,27.03,1969,190,45.67,volvo,s60
5763,Jaipur,2015,24398,Petrol,Manual,First,5,7.9,17.8,1497,117.3,,honda,city
5764,Hyderabad,2011,78000,Petrol,Manual,Second,5,2.3,20.92,998,67.1,,maruti,alto
5765,Delhi,2012,40315,Petrol,Manual,First,5,2.75,18.5,1198,86.8,5.92,honda,brio
5766,Jaipur,2011,83000,Diesel,Manual,First,8,6.71,12.05,2179,120,,mahindra,scorpio
5767,Kochi,2017,58151,Diesel,Automatic,First,5,9.6,19.6,1461,108.45,,renault,duster
5768,Kochi,2017,30519,Diesel,Manual,First,5,12.81,19.67,1582,126.2,,hyundai,creta
5769,Coimbatore,2019,20712,Petrol,Manual,First,5,6.94,23.84,1199,84,6.59,tata,tiago
5770,Mumbai,2015,48000,Diesel,Manual,First,7,9.45,16,2179,140,,mahindra,xuv500
5771,Hyderabad,2015,85000,Diesel,Manual,First,5,6,20.34,1498,103.2,,volkswagen,vento
5772,Delhi,2013,32000,Petrol,Automatic,First,5,11,14.8,1595,120.7,,mercedes-benz,b
5773,Delhi,2011,52000,Petrol,Manual,First,5,2.6,15.5,1586,103.3,,maruti,sx4
5774,Hyderabad,2007,58307,Petrol,Manual,First,5,1.95,15.3,1341,83,,hyundai,getz
5775,Mumbai,2013,30000,Diesel,Automatic,First,4,45,17.54,2993,313,,bmw,6
5776,Chennai,2014,40000,Diesel,Automatic,First,5,22,17.11,1968,174.33,,audi,a4
5777,Kolkata,2015,36000,Petrol,Manual,First,5,4.9,18.6,1197,81.83,,hyundai,i20
5778,Kochi,2015,58817,Diesel,Manual,First,5,6.25,19.87,1461,83.14,15.06,nissan,terrano
5779,Chennai,2013,55000,Diesel,Manual,Second,5,6.1,20.54,1598,103.6,,volkswagen,vento
5780,Mumbai,2011,39000,Petrol,Manual,First,5,2.6,20.36,1197,78.9,,hyundai,i10
5781,Delhi,2011,6500,Petrol,Automatic,Third,2,120,6.4,5204,560,,lamborghini,gallardo
5782,Hyderabad,2012,35000,Diesel,Automatic,First,5,29,14.74,2993,270.9,,jaguar,xf
5783,Pune,2010,49900,Petrol,Manual,Second,5,3.3,17.5,1298,85.8,,maruti,swift
5784,Hyderabad,2013,99500,Diesel,Manual,Second,5,3.05,22.3,1248,74,,tata,indica
5785,Kolkata,2012,33249,Diesel,Manual,First,5,3.25,21.27,1396,88.76,,hyundai,i20
5786,Delhi,2014,52000,Petrol,Manual,First,5,3.75,19.1,1197,81.86,,hyundai,xcent
5787,Mumbai,2015,45000,Diesel,Manual,First,7,13.25,12.99,2494,100.6,,toyota,innova
5788,Hyderabad,2017,22000,Petrol,Manual,First,5,4.8,23.84,1199,84,6.42,tata,tiago
5789,Kochi,2019,7858,Petrol,Manual,First,5,3.8,25.17,799,53.3,4.04,renault,kwid
5790,Pune,2011,112000,Diesel,Manual,First,7,8.5,12.8,2494,102,,toyota,innova
5791,Coimbatore,2016,41082,Diesel,Automatic,First,5,38.76,13,2143,204,,mercedes-benz,e-class
5792,Ahmedabad,2009,72000,Petrol,Automatic,First,5,3.2,16.8,1497,116.4,,honda,city
5793,Hyderabad,2011,84912,Petrol,Manual,First,5,3.5,20.36,1197,78.9,,hyundai,i10
5794,Pune,2015,70000,Diesel,Manual,First,5,12.25,19.67,1582,126.2,,hyundai,creta
5795,Mumbai,2014,21000,Petrol,Manual,First,5,4.75,19.5,1199,86.76,8.99,honda,amaze
5796,Delhi,2016,27000,Petrol,Manual,First,5,4.5,18.78,999,74,,volkswagen,polo
5797,Kolkata,2012,29000,Petrol,Manual,First,5,2.35,20.36,1197,78.9,,hyundai,i10
5798,Hyderabad,2014,48425,Diesel,Manual,First,5,3.4,23.08,1461,63.12,,renault,pulse
5799,Pune,2016,19000,Diesel,Automatic,First,5,10,21.5,1498,108.5,15.68,volkswagen,vento
5800,Hyderabad,2012,210000,Diesel,Manual,First,7,9,12.99,2494,100,,toyota,innova
5801,Delhi,2013,64000,Petrol,Manual,Second,5,5.2,14.53,1798,138.1,,toyota,corolla
5802,Chennai,2006,200000,Diesel,Manual,Second,5,1.85,16.8,1493,110,,hyundai,verna
5803,Chennai,2013,100000,Diesel,Automatic,Second,7,38,11.3,2987,254.8,,mercedes-benz,gl-class
5804,Kochi,2013,69140,Diesel,Manual,First,5,5.11,20.46,1461,83.8,,renault,duster
5805,Coimbatore,2019,21214,Petrol,Manual,First,5,9.66,15.41,1598,103.52,12.44,skoda,rapid
5806,Kolkata,2015,28000,Petrol,Manual,First,5,3.4,20.36,1197,78.9,,hyundai,i10
5807,Kochi,2017,29085,Petrol,Manual,First,6,5.84,18.15,1198,82,,mahindra,kuv
5808,Kolkata,2016,30000,Petrol,Automatic,First,5,3.8,23.1,998,67.04,5.77,maruti,celerio
5809,Mumbai,2012,32910,Petrol,Automatic,First,5,2.5,16.98,998,66.1,,maruti,a-star
